Time,Close,fng_value,pred_close,Rsi,sma_20,upper_bb,lower_bb,Weighted_Average
2018-08-05,7024.19,25,408.79,43.85259498122271,451.8165,505.32179271409774,398.3112072859023,2915.438584229325
2018-08-06,6934.82,27,405.28,35.846808020364136,447.14250000000004,499.7050557637877,394.5799442362124,2878.446292924644
2018-08-07,6720.06,25,378.21,13.790825402856713,442.0825,500.7013972134973,383.4636027865027,2791.660448107912
2018-08-08,6285.0,30,355.48,12.627005400447542,436.428,505.2233023488044,367.6326976511956,2622.0150004154193
2018-08-09,6529.79,52,363.3,22.40080680703733,432.1410000000001,507.9549609140293,356.32703908597085,2716.630523600542
2018-08-10,6144.01,51,331.81,11.21527593349978,425.71999999999997,512.479894930903,338.9601050690969,2564.3527135333466
2018-08-11,6232.35,46,317.69,12.92876676650604,418.73100000000005,516.5386231879934,320.92337681200667,2594.851135905116
2018-08-12,6308.33,46,317.89,15.400841580017362,412.12299999999993,518.5034366858586,305.74256331414125,2621.214526275386
2018-08-13,6246.35,44,283.81,15.262624842763875,402.34950000000003,518.2428488804995,286.4561511195006,2592.70074037252
2018-08-14,6188.08,44,278.41,17.7196968745946,392.665,516.1397799520649,269.19022004793504,2566.008438221123
2018-08-15,6267.16,50,281.12,21.453148345784395,383.589,511.9937154241551,255.18428457584494,2592.98362679583
2018-08-16,6311.75,50,287.17,23.70354645571044,374.44300000000004,502.96342739130023,245.92257260869982,2606.085503573516
2018-08-17,6584.49,54,317.51,33.13904843514426,366.85400000000004,489.5874989487829,244.12050105121713,2708.516388341164
2018-08-18,6387.96,48,294.11,36.251448077042106,358.2395,475.62305672078367,240.85594327921638,2628.7298806213103
2018-08-19,6477.53,45,299.42,38.30343540850037,350.399,460.97443153407886,239.82356846592114,2659.488264262192
2018-08-20,6254.84,37,270.51,36.236114259805035,342.31350000000003,451.33592053816454,233.29107946183552,2569.332085712293
2018-08-21,6480.0,33,281.21,45.161173283452115,335.35350000000005,441.1076451271739,229.5993548728262,2653.0986287141113
2018-08-22,6360.89,20,270.8,51.75297166695157,328.3625,431.62337349396796,225.1016265060321,2603.5675362820734
2018-08-23,6525.01,20,275.99,49.88531339673888,321.286,418.01200464578926,224.5599953542107,2663.2808702612874
2018-08-24,6681.64,28,281.19,64.49301538179526,314.985,404.27615392031544,225.69384607968456,2722.354078106293
2018-08-25,6733.64,26,277.55,63.78344194231352,308.423,387.37952050671134,229.46647949328866,2739.1170339955625
2018-08-26,6700.0,20,274.29,61.02606257495314,301.87350000000004,367.6290150458712,236.11798495412887,2722.482081736535
2018-08-27,6908.64,29,287.71,67.2222886772729,297.3485,352.60259792852617,242.0944020714738,2801.808714513637
2018-08-28,7076.11,24,295.44,71.85145449982038,294.3465,342.35078457851614,246.34221542148384,2864.8061888076777
2018-08-29,7031.22,24,288.4,69.12272622611101,290.60150000000004,325.98281845748414,255.22018154251597,2845.602440478931
2018-08-30,6984.84,20,283.89,66.83086863675692,288.2055,317.8643195634143,258.54668043658563,2826.174143741289
2018-08-31,7011.21,23,281.41,62.16974674880221,286.3915,312.7067853520217,260.0762146479783,2835.3514420576007
2018-09-01,7200.01,12,295.71,73.26164299586932,285.28249999999997,307.5697584557661,262.99524154423386,2907.462049461222
2018-09-02,7302.01,13,295.41,73.4507082314125,285.8625,308.5878578513985,263.1371421486015,2947.0519775562625
2018-09-03,7263.02,11,289.09,82.02197941811717,286.39649999999995,308.8852005779489,263.90779942205097,2932.8077676475473
2018-09-04,7359.06,13,285.3,80.41561712846351,286.6055,308.9650503909324,264.2459496090676,2969.872970548344
2018-09-05,6700.0,19,228.53,58.54168450854647,283.6735,317.933412603207,249.413587396793,2713.814052654504
2018-09-06,6516.01,24,229.7,49.77554990273829,279.283,317.55618099084967,241.00981900915036,2640.73258076175
2018-09-07,6395.54,24,215.22,42.73393134695287,275.33849999999995,322.424131409843,228.25286859015688,2592.035763949766
2018-09-08,6185.05,24,196.71,37.10553160683141,270.203,327.5221883367114,212.88381166328855,2508.2748870466794
2018-09-09,6250.81,22,195.81,39.598953388751255,266.46799999999996,332.73904491167053,200.1969550883294,2531.8813041068274
2018-09-10,6312.0,21,197.15,35.17222525970474,262.265,334.95127395219185,189.57872604780812,2553.058632712285
2018-09-11,6294.91,23,185.18,29.017147277493656,257.98400000000004,338.2445759943687,177.7234240056314,2544.190088252115
2018-09-12,6338.62,21,183.12,31.385123149531797,253.34049999999996,339.7270497510764,166.95395024892355,2558.8867787038103
2018-09-13,6487.38,21,210.68,37.32728050868183,249.815,337.165788867588,162.464211132412,2614.932098500668
2018-09-14,6476.63,22,208.82,36.272405115299684,246.37849999999997,334.5391555699694,158.21784443003054,2609.2071850088687
2018-09-15,6514.96,21,221.29,30.93513967817525,243.7285,331.5421323849096,155.91486761509037,2622.2389338213984
2018-09-16,6505.0,23,220.17,26.62165095418839,240.3515,326.2166447635397,154.48635523646027,2616.671588534937
2018-09-17,6248.69,23,196.16,23.611407402011526,235.3875,319.30002284059964,151.47497715940034,2515.56818518477
2018-09-18,6336.45,10,208.17,23.280885019570135,231.37599999999998,312.23305916518717,150.51894083481278,2546.445145001505
2018-09-19,6391.89,18,209.79,38.24016610560227,227.671,305.115103822322,150.226896177678,2567.824320469662
2018-09-20,6492.0,15,224.0,49.02090316687464,224.8005,297.99720613095604,151.60379386904395,2605.601838705144
2018-09-21,6759.02,24,247.73,63.239793688259475,222.40150000000003,288.62576054901365,156.17723945098638,2708.980676437559
2018-09-22,6723.05,23,241.01,72.45109167389995,219.68149999999997,277.172766989,162.19023301099992,2694.5223147441457
2018-09-23,6708.0,29,244.5,69.92200095864739,217.452,266.43947878688215,168.46452121311785,2687.9718462275882
2018-09-24,6581.39,29,228.06,61.10547709152671,214.59,252.27087550665274,176.90912449334726,2637.276575160887
2018-09-25,6447.54,21,219.62,55.73956664636026,214.14450000000002,251.33897524057232,176.95002475942772,2584.5620435881815
2018-09-26,6465.12,28,214.42,54.85232067510548,213.38050000000004,249.85028878036871,176.91071121963137,2591.44117851347
2018-09-27,6689.13,22,229.13,57.31640979147778,214.07599999999996,251.21784667914795,176.93415332085198,2677.647877676268
2018-09-28,6634.58,27,221.84,55.55165020561666,215.33249999999998,251.69277495409426,178.9722250459057,2657.4958961696634
2018-09-29,6596.38,41,231.62,52.86202387480491,217.123,252.9584937839195,181.2875062160805,2644.500001836524
2018-09-30,6626.57,40,232.94,54.21342668006792,218.9125,254.1173979098448,183.70760209015518,2656.964494360005
2018-10-01,6611.61,37,231.61,65.10530258886206,221.23399999999998,253.03150298042223,189.43649701957773,2652.8891771222197
2018-10-02,6525.79,39,225.69,57.89337646744931,223.3625,249.63718012726247,197.08781987273755,2620.462952035957
2018-10-03,6510.0,41,220.77,55.09222133119486,223.86700000000002,249.49588674503752,198.2381132549625,2614.561093948553
2018-10-04,6593.79,34,222.66,54.45123711069714,224.55899999999997,249.2057957990157,199.91220420098423,2646.5196336238996
2018-10-05,6635.65,45,228.37,43.282184202215085,224.91299999999995,249.56547983683885,200.26052016316106,2662.770014169401
2018-10-06,6594.27,27,225.4,43.02866917846781,225.1745,249.72589012036974,200.62310987963025,2645.571205321422
2018-10-07,6615.26,25,226.14,45.011725725596506,226.67349999999996,247.0763483821682,206.27065161783173,2654.334825055816
2018-10-08,6673.01,29,230.01,55.32228831675807,227.76549999999997,246.24573407804746,209.2852659219525,2678.151176024366
2018-10-09,6656.61,24,228.4,64.06420277960903,228.696,245.12564509340407,212.26635490659592,2672.5607848292
2018-10-10,6631.0,23,226.74,61.03953147877016,228.833,245.14302933297745,212.52297066702255,2662.464425498366
2018-10-11,6252.68,29,191.58,25.902982520069298,226.02550000000002,247.23438242422722,204.81661757577282,2513.4196909630823
2018-10-12,6298.01,28,196.96,31.226363524805016,223.823,247.48677297853052,200.1592270214695,2530.1703356557546
2018-10-13,6332.93,21,201.3,35.25097692333529,221.663,245.26635578283333,198.0596442171667,2542.37530591718
2018-10-14,6339.34,28,197.01,33.47980628760078,220.11050000000006,245.92341433209896,194.29758566790116,2544.5263697144305
2018-10-15,6752.5,27,214.39,55.557659384787755,219.849,245.78849226465033,193.90950773534965,2704.934743029599
2018-10-16,6759.27,16,215.09,59.822630586968266,219.8825,245.7941863494866,193.97081365051338,2707.0359715836134
2018-10-17,6740.89,24,212.85,59.69254535837526,219.06850000000003,244.77908129500003,193.35791870500003,2700.19642656603
2018-10-18,6618.96,29,206.24,51.02382831249339,218.28850000000003,244.5849182271928,191.99208177280727,2652.6580637163456
2018-10-19,6528.88,28,205.0,45.820906037904244,216.95750000000004,243.10709705839233,190.80790294160775,2616.920454310608
2018-10-20,6588.4,25,207.91,49.77345878648005,215.706,241.0173192070364,190.39468079296358,2639.3084199066525
2018-10-21,6590.11,16,207.49,49.014722359338364,214.5,238.90287040925753,190.09712959074247,2638.6588247968716
2018-10-22,6581.2,18,206.67,46.260132795633204,213.54900000000004,237.5955783976031,189.50242160239696,2634.7349332919716
2018-10-23,6553.51,25,205.85,45.83851332805917,212.80300000000003,236.8320684490017,188.77393155099836,2624.2466548713896
2018-10-24,6565.5,31,205.35,47.32679247747159,211.9375,235.7173524850559,188.1576475149441,2629.0347532674978
2018-10-25,6528.09,32,203.93,65.57378903201729,210.71549999999996,233.42772205172378,188.00327794827615,2615.56282992554
2018-10-26,6538.63,34,204.92,64.16378234560052,209.6915,231.44246201140416,187.94053798859582,2619.189444795816
2018-10-27,6505.6,40,204.45,60.18666005923096,208.60700000000003,229.02702639310814,188.1869736068919,2606.1406661584024
2018-10-28,6489.93,33,204.99,58.78803440749777,207.356,225.15213961688474,189.55986038311525,2598.8903103390394
2018-10-29,6344.5,27,196.96,15.368553288289787,205.78400000000002,221.14040089414027,190.42759910585977,2538.428657945253
2018-10-30,6330.87,21,197.27,14.055577929923384,204.3105,216.53687954762592,192.08412045237407,2531.94373676384
2018-10-31,6371.93,47,198.73,20.17782088587129,204.668,215.68541129210703,193.65058870789298,2550.37198622199
2018-11-01,6410.0,32,199.96,30.46153270748397,204.81799999999998,215.46914691133378,194.1668530886662,2564.720733285191
2018-11-02,6433.98,42,202.35,39.87495732331845,204.8705,215.458800345713,194.28219965428698,2575.461381332563
2018-11-03,6387.09,33,200.31,27.927019144316986,205.0355,215.2025126544767,194.86848734552333,2555.891539934178
2018-11-04,6485.85,50,212.11,40.574259574006476,204.9215,214.69020033915922,195.1527996608408,2596.104096890308
2018-11-05,6468.99,49,210.66,39.99928700023171,204.7,213.6657993450242,195.73420065497578,2589.396099000018
2018-11-06,6519.11,43,220.74,47.05196764020288,205.0945,216.0448943212093,194.1441056787907,2608.9360744338624
2018-11-07,6578.46,34,219.07,51.0272669625872,205.73600000000002,218.3463539747669,193.12564602523312,2631.6725589971225
2018-11-08,6479.84,54,212.79,46.51377870261991,206.12550000000002,219.11564116046932,193.1353588395307,2595.1128291309706
2018-11-09,6419.99,52,210.77,41.99805751902011,206.2685,219.40351431491908,193.1334856850809,2571.6583890399247
2018-11-10,6433.05,71,213.25,44.97123449088514,206.5565,220.05192811475416,193.06107188524584,2578.5046334223757
2018-11-11,6449.81,72,212.54,47.22329882066332,206.85,220.6085785679707,193.09142143202928,2585.33640760159
2018-11-12,6453.07,74,212.89,59.355127785341274,207.202,221.21080414898813,193.19319585101186,2587.839779060411
2018-11-13,6457.66,72,209.84,61.09798154858812,207.42649999999998,221.45423534637234,193.3987646536276,2589.6889985806606
2018-11-14,5922.41,74,187.43,28.90409416004954,206.6015,223.20025997272313,190.00274002727684,2381.120238012312
2018-11-15,5753.4,77,184.35,22.558427229262094,205.573,224.93035965032624,186.21564034967378,2315.3843405560974
2018-11-16,5655.94,75,176.89,19.364644364644388,204.195,227.42535989934578,180.9646401006542,2276.8642034126647
2018-11-17,5628.29,84,176.2,19.662561970254302,202.75549999999998,229.1332437884464,176.37775621155356,2266.2804278438657
2018-11-18,5662.0,75,178.97,15.254523217072263,201.856,230.21817154481204,173.49382845518795,2277.7992710166977
2018-11-19,4910.03,73,150.81,9.41603407162123,199.533,235.94496107701684,163.12103892298313,1986.904925697817
2018-11-20,4558.86,71,133.82,5.88420630955437,196.2875,243.08962540158592,149.48537459841407,1849.9160927930427
2018-11-21,4661.07,73,138.23,7.665472915387914,193.20099999999996,246.6528797463809,139.74912025361903,1888.0939594550296
2018-11-22,4370.0,73,126.63,7.065062555453359,189.415,250.3421511509355,128.48784884906448,1774.3503894273426
2018-11-23,4420.61,76,125.02,9.159319873518038,185.6505,252.7359052603686,118.56509473963136,1792.4701784518088
2018-11-24,3932.44,73,114.89,7.22367246116,180.7895,253.64335789012287,107.93564210987714,1602.0892824970126
2018-11-25,4085.78,74,118.67,11.365367204123574,176.19,252.63052300903806,99.74947699096194,1659.3388744003173
2018-11-26,3862.2,74,110.68,10.502501684559075,170.687,249.43533574849977,91.93866425150027,1570.7403462834275
2018-11-27,3875.21,73,111.43,10.731674680145128,165.305,244.8396143777103,85.77038562228971,1573.2008980523185
2018-11-28,4264.85,70,122.9,23.62756952841597,160.8105,239.19777594786592,82.42322405213407,1721.7492745791092
2018-11-29,4295.84,66,117.98,25.744363604896535,156.171,233.07789487946167,79.26410512053832,1731.3823356619152
2018-11-30,4041.32,73,113.73,24.465467289128433,151.195,225.38210272363312,77.00789727636688,1631.6334974837796
2018-12-01,4190.02,76,118.1,28.09311875321764,146.473,216.1018261842038,76.84417381579625,1687.1562399040938
2018-12-02,4161.01,72,116.57,27.105024725517776,141.65699999999998,204.98225599092657,78.33174400907339,1673.39207882504
2018-12-03,3884.01,73,108.76,31.69795434923762,136.603,192.74258359585858,80.46341640414144,1564.9512272576337
2018-12-04,3951.64,74,109.94,37.949497515360314,132.7285,184.63458453331418,80.82241546668581,1589.73234596272
2018-12-05,3769.84,75,102.71,32.854828842624485,128.6465,176.11000233268535,81.18299766731465,1517.6102945263558
2018-12-06,3508.75,84,91.0,33.2382283220907,124.352,168.88866335906317,79.81533664093683,1415.930786794007
2018-12-07,3403.55,82,93.05,30.61768203439445,120.19450000000002,159.57816558279558,80.81083441720448,1373.1949755411074
2018-12-08,3410.93,75,90.38,37.831619915161305,115.76499999999999,146.2333887954403,85.29661120455967,1374.0055092242428
2018-12-09,3545.37,78,93.26,37.27842409804189,112.8875,140.11850313208444,85.65649686791556,1424.573340315234
2018-12-10,3432.88,79,89.91,39.33578419196185,110.69199999999998,137.8974457396931,83.48655426030687,1380.5298295532277
2018-12-11,3380.39,78,87.76,37.94521482376557,108.1685,133.9441370282323,82.3928629717677,1358.9927857556745
2018-12-12,3445.0,71,89.41,26.268561669609504,106.3075,131.84430264783242,80.77069735216759,1381.5471970515086
2018-12-13,3302.06,70,86.34,22.98483118577719,104.37349999999999,129.8018126704038,78.94518732959621,1325.3481408604446
2018-12-14,3224.17,70,83.82,25.42657292186663,102.82000000000001,129.31698294643792,76.32301705356211,1294.8612748401438
2018-12-15,3211.72,78,83.76,17.9544293182741,101.0745,127.77381477537111,74.3751852246289,1289.3078022552518
2018-12-16,3228.67,71,84.67,19.216698803454914,99.774,127.03132998471062,72.51667001528938,1294.7854383694967
2018-12-17,3509.08,71,94.02,37.64865559340347,98.90350000000001,125.70161641064657,72.10538358935345,1403.6515119687233
2018-12-18,3652.98,72,100.39,40.63197912223031,97.77799999999999,122.10992886118842,73.44607113881156,1458.784613778633
2018-12-19,3662.22,74,98.74,46.214508821791355,96.816,119.23074552259692,74.40125447740309,1462.4777314478301
2018-12-20,4049.62,76,114.05,67.47233151784157,96.832,119.29797951993517,74.36602048006482,1613.2741793475263
2018-12-21,3838.66,68,107.69,63.15684436515375,96.3115,117.12430504124526,75.49869495875473,1530.9481418742423
2018-12-22,3948.91,59,115.2,65.31467416677103,96.24300000000001,116.78228620705724,75.70371379294278,1572.7940518589821
2018-12-23,3929.71,54,129.03,61.709257972921925,97.25649999999999,121.97220672564393,72.54079327435605,1565.2152506133016
2018-12-24,4008.01,49,138.03,67.89463531198078,98.661,128.97086978389152,68.35113021610849,1596.0700488701525
2018-12-25,3745.79,54,127.6,60.05658549473776,99.9055,132.84520470900517,66.96579529099483,1495.5722758072877
2018-12-26,3777.74,27,129.35,59.32535901258925,101.82300000000001,136.97080586100319,66.67519413899683,1506.6125660778914
2018-12-27,3567.91,20,113.8,57.181447364866685,102.8605,138.14268305396217,67.57831694603784,1425.6841882588358
2018-12-28,3839.26,24,135.3,65.04321540199862,105.10650000000001,142.68763203808285,67.52536796191717,1531.998631954
2018-12-29,3695.32,25,132.89,61.11264304425756,107.088,146.18754507745342,67.98845492254655,1477.3262033110966
2018-12-30,3801.91,26,137.77,62.65128843454541,109.481,149.98688256174546,68.97511743825453,1519.6220991103496
2018-12-31,3702.9,27,131.45,54.6498795666318,111.6655,151.9509167031696,71.38008329683038,1482.0109907358944
2019-01-01,3797.14,28,139.1,53.54292005819668,114.15,154.7837557366262,73.5162442633738,1519.3956092352457
2019-01-02,3858.56,33,152.01,54.70464761868249,117.43350000000001,159.2025166082671,75.66448339173292,1545.0081267398987
2019-01-03,3766.78,27,146.3,42.104028944077186,120.5575,161.0682158663067,80.04678413369331,1509.719156072622
2019-01-04,3792.01,21,151.97,48.54700961185068,123.968,162.88862075559211,85.04737924440789,1521.0311545855272
2019-01-05,3770.96,27,152.83,44.13136250008246,127.376,163.65492785511185,91.09707214488814,1514.629797115391
2019-01-06,3987.6,50,153.86,51.689183274488634,130.368,164.89183195174306,95.84416804825693,1601.6843987134223
2019-01-07,3975.45,53,149.34,49.011776132086915,132.8155,165.26936132245982,100.36163867754014,1598.1657520101605
2019-01-08,3955.13,50,147.6,57.44717182497333,135.25849999999997,164.06284563341143,106.45415436658851,1591.8960132173056
2019-01-09,3966.65,48,148.1,56.81951092724557,136.961,164.48386161683692,109.43813838316312,1596.91042391748
2019-01-10,3585.88,53,124.95,50.57743844833903,137.824,162.40786240050414,113.24013759949588,1450.7631875729492
2019-01-11,3601.31,49,124.65,40.84871047389026,138.2965,161.36611389498668,115.22688610501334,1455.8598238826066
2019-01-12,3583.13,30,123.35,45.22323367366923,138.0125,161.69416234831397,114.33083765168601,1447.6114025902825
2019-01-13,3476.81,44,114.16,36.15488135189001,136.819,162.7920750464597,110.84592495354029,1406.5476062578377
2019-01-14,3626.09,32,126.95,46.863182311958376,136.7865,162.80972466770538,110.76327533229461,1463.8486294086122
2019-01-15,3553.06,31,118.95,39.856373429084385,136.2665,163.3109867618362,109.22201323816381,1434.904259494545
2019-01-16,3591.84,46,121.48,38.702900515044746,136.6505,162.5455029522173,110.75549704778268,1451.0619923473112
2019-01-17,3616.21,45,121.54,43.23627444814791,135.9625,162.72521788181575,109.19978211818426,1460.3893288037036
2019-01-18,3594.87,47,119.17,41.113254836906535,135.2765,163.05491060590188,107.49808939409812,1451.8555580643772
2019-01-19,3665.3,79,122.6,45.440029001519136,134.518,162.83299554356645,106.20300445643353,1481.3883099231937
2019-01-20,3539.28,79,117.47,29.010056744760966,133.81900000000002,163.1257614975503,104.51223850244975,1431.3326197495974
2019-01-21,3526.9,73,115.63,29.00381025492199,132.6455,162.92531260806544,102.36568739193456,1425.5674469426865
2019-01-22,3570.93,72,117.81,32.406491555848625,130.9355,160.464236030849,101.40676396915097,1441.8976531966036
2019-01-23,3552.82,74,116.44,31.163345380392734,129.4425,158.71873564744664,100.16626435255336,1434.3014111831071
2019-01-24,3569.62,74,116.39,48.89312457454049,127.6635,155.4627732014154,99.8642267985846,1441.3057018903494
2019-01-25,3565.29,71,115.11,47.510367708045344,125.77749999999999,151.42242675797047,100.1325732420295,1438.4327205929267
2019-01-26,3565.25,73,115.34,48.73238238380171,123.85149999999999,146.18872809455075,101.51427190544922,1437.7762601833695
2019-01-27,3550.84,73,112.05,56.03489035624034,121.98700000000001,141.39999304455628,102.57400695544374,1431.9351454120185
2019-01-28,3434.15,72,105.5,33.47510159101866,119.88200000000002,136.53499290314517,103.22900709685487,1384.2705462762324
2019-01-29,3411.04,78,104.45,36.62308793610127,117.69949999999999,129.5219166645445,105.87708333545547,1375.0784683027773
